,시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
596,경북,태화초등학교광천분교장,1997,김천,초,대부,경상북도 김천시 봉산면 광천리 520-4
597,경북,평은초등학교영은분교장,1995,영주,초,자체활용,경상북도 영주시 평은면 평은리 1110-1
598,경북,평해여자중학교,2019,울진,중,자체활용,경상북도 울진군 평해읍 평해리 413
599,경북,풍각남부초등학교,1994,청도,초,대부,경상북도 청도군 풍각면 차산리 184-1
600,경북,풍각초등학교서부분교장,2000,청도,초,대부,경상북도 청도군 풍각면 안산리 585
601,경북,풍동초등학교,1999,안동,초,대부,경상북도 안동시 풍산읍 회곡리 696
602,경북,풍서초등학교,2016,안동,초,대부,경상북도 안동시 풍천면 가곡리 595
603,경북,풍양고등학교,2017,예천,고,자체활용,경상북도 예천군 풍양면 낙상리 253
604,경북,풍천중학교,2016,안동,중,자체활용,경상북도 안동시 풍천면 도양리 106-1
605,경북,풍천초등학교,2016,안동,초,대부,경상북도 안동시 풍천면 구담리 541-1
606,경북,하양초등학교화성분교장,2022,경산,초,자체활용,경상북도 경산시 하양읍 환상리 75-1
607,경북,해평초등학교괴곡분교장,1995,구미,초,미활용,경상북도 구미시 해평면 괴곡리 351
608,경북,해평초등학교일선분교장,2008,구미,초,자체활용,경상북도 구미시 해평면 낙산리 598-1
609,경북,해평초등학교향산분교장,2013,구미,초,미활용,경상북도 구미시 해평면 산양리 57-1
610,경북,현남초등학교,1997,청송,초,대부,경상북도 청송군 안덕면 덕성리 217-2
611,경북,화남초등학교,1995,안동,초,대부,경상북도 안동시 풍천면 어담리 239
612,경북,화남초등학교죽곡분교장,1995,영천,초,대부,경상북도 영천시 화남면 죽곡리 650-2
613,경북,화령초등학교사산분교장,1994,상주,초,대부,경상북도 상주시 화서면 사산리 63
614,충북,(구)내북초폐교,2013,보은,초,대부,충청북도 보은군 내북면 동산리 1199
615,충북,(구)북암초폐교,1981,보은,초,대부,충청북도 보은군 속리산면 북암리 318
616,충북,(구)옥동초폐교,2014,진천,초,자체활용,충청북도 진천군 덕산읍 옥동리 359-2
617,충북,(구)주성중,2015,청주,초,자체활용,충청북도 청주시 상당구 수동 133
618,충북,(구)충북체육고,2014,청주,초,자체활용,충청북도 청주시 서원구 사직동 808-4
619,충북,가덕중,2022,청주,중,자체활용,충청북도 청주시 상당구 가덕면 수곡리 255
620,충북,가덕초 상야분교,2004,청주,초,대부,충청북도 청주시 상당구 가덕면 상야리 351-1
621,충북,감곡초 상평분교,2000,음성,초,대부,충청북도 음성군 감곡면 상평리 344-4
622,충북,감물중,2013,괴산증평,중,대부,충청북도 괴산군 감물면 광전리 112
623,충북,강천초,2019,충주,초,대부,충청북도 충주시 앙성면 목미리 89-2
624,충북,강천초 단암분교,1995,충주,초,대부,충청북도 충주시 앙성면 단암리 412-1
625,충북,공전초등학교,1999,제천,초,대부,충청북도 제천시 봉양읍 공전리 265
626,충북,관기초기대분폐교,1994,보은,초,대부,충청북도 보은군 마로면 기대리 328-2
627,충북,관기초소여폐교,1995,보은,초,미활용,충청북도 보은군 마로면 소여리 470-1
628,충북,관기초적암폐교,1995,보은,초,대부,충청북도 보은군 마로면 적암리 149
629,충북,괴산명덕초제월초,1996,괴산증평,초,대부,충청북도 괴산군 괴산읍 제월리 289
630,충북,구정초 오상폐교,2002,진천,초,대부,충청북도 진천군 초평면 은암리 290-1
631,충북,금성초장선분교장,1996,제천,초,대부,충청북도 제천시 청풍면 장선리 98
632,충북,금성초중전분교장,1969,제천,초,대부,충청북도 제천시 금성면 포전리 409-2
633,충북,남당초삼선분교장,1993,제천,초,대부,충청북도 제천시 봉양읍 삼거리 538
634,충북,남신초 덕생분교,2012,음성,초,미활용,충청북도 음성군 음성읍 삼생리 94
635,충북,남이초 구암분교,1992,청주,초,자체활용,충청북도 청주시 서원구 남이면 구암리 275
636,충북,남일초 두산분교,2010,청주,초,자체활용,충청북도 청주시 상당구 남일면 두산리 106-1
637,충북,남한강초,2020,충주,초,자체활용,충청북도 충주시 문화동 1924
638,충북,낭성초 갈산분교,2004,청주,초,대부,충청북도 청주시 상당구 낭성면 갈산리 341-1
639,충북,내북초아곡폐교,2002,보은,초,대부,충청북도 보은군 내북면 상궁리 46-2
640,충북,내북초이식폐교,1999,보은,초,대부,충청북도 보은군 산외면 이식리 84
641,충북,노은초 수룡분교,1996,충주,초,미활용,충청북도 충주시 노은면 수룡리 554-1
642,충북,노은초 수상분교,2013,충주,초,자체활용,충청북도 충주시 노은면 안락리 119-1
643,충북,단양초노동분교장,1999,단양,초,대부,충청북도 단양군 단양읍 노동리 265
644,충북,단천초 가산폐교,2019,단양,초,미활용,충청북도 단양군 단성면 가산리 290
645,충북,단천초두항분교장,1991,단양,초,대부,충청북도 단양군 단성면 두항리 39
646,충북,대강초올산분교장,1992,단양,초,대부,충청북도 단양군 대강면 올산리 185
647,충북,대강초장정폐교,2017,단양,초,미활용,충청북도 단양군 대강면 장정리 30
648,충북,대성초등학교,2014,옥천,초,대부,충청북도 옥천군 이원면 의평리 276-2
649,충북,대소원초,2020,충주,초,자체활용,충청북도 충주시 대소원면 본리 569-15
650,충북,대장초,2019,음성,초,대부,충청북도 음성군 소이면 대장리 374-1
651,충북,덕산초월악분교장,1992,제천,초,대부,충청북도 제천시 덕산면 월악리 596
652,충북,동광초 학림폐교,2003,보은,초,자체활용,충청북도 보은군 보은읍 중동리 9-1
653,충북,동량초 서운분교,1999,충주,초,미활용,충청북도 충주시 동량면 서운리 155
654,충북,동량초 하천분교,1995,충주,초,대부,충청북도 충주시 동량면 손동리 336
655,충북,동이중학교,1998,옥천,중,대부,충청북도 옥천군 동이면  적하리 672
656,충북,두학초자작분교장,1992,제천,초,대부,충청북도 제천시 자작동 256-4
657,충북,매포초기동분교장,1990,단양,초,대부,충청북도 단양군 적성면 기동리 433-1
658,충북,목도고폐교,2022,괴산증평,고,자체활용,충청북도 괴산군 불정면 목도리 360
659,충북,무극초 사정분교,1995,음성,초,대부,충청북도 음성군 음성읍 사정리 949
660,충북,문의초 구룡분교,1992,청주,초,대부,충청북도 청주시 상당구 문의면 구룡리 338
661,충북,미봉초폐교,1944,영동,초,대부,충청북도 영동군 양강면 유점리 697-3
662,충북,미원초 용곡분교,2000,청주,초,미활용,충청북도 상당구 미원면 용곡리 287-1
663,충북,미원초 운암분교,1991,청주,초,대부,충청북도 청주시 상당구 미원면 운암리 593
664,충북,미원초 종암분교,2000,청주,초,대부,충청북도 청주시 상당구 미원면 종암리 387
665,충북,백곡중폐교,2012,진천,중,자체활용,충청북도 진천군 백곡면 사송리 476-1
666,충북,백곡초 성대폐교,1999,진천,초,대부,충청북도 진천군 백곡면 성대리 498-2
667,충북,백봉초 운곡분교장,1995,괴산증평,초,미활용,충청북도 괴산군 청안면 운곡리 209-2
668,충북,백봉초장암분교장,1999,괴산증평,초,대부,충청북도 괴산군 청안면 장암리 401-1
669,충북,별방초유암분교장,1995,단양,초,대부,충청북도 단양군 영춘면 유암리 253
670,충북,보덕초폐교,1999,보은,초,대부,충청북도 보은군 탄부면 하장리 35-5
671,충북,복성초,1992,충주,초,대부,충청북도 충주시 앙성면 지당리 201-5
672,충북,부상초폐교,1946,영동,초,대부,충청북도 영동군 용산면 부상리 697-1
673,충북,산외초산대폐교,1992,보은,초,대부,충청북도 보은군 산외면 산대리 118-1
674,충북,산외초장갑폐교,2002,보은,초,대부,충청북도 보은군 산외면 장갑리 318
675,충북,산척중,2023,충주,중,자체활용,충청북도 충주시 산척면 영덕리 718-2
676,충북,산척초 명서분교,1992,충주,초,대부,충청북도 충주시 산척면 명서리 493-7
677,충북,삼산초중초폐교,1999,보은,초,대부,충청북도 보은군 보은읍 중초리 408-1
678,충북,상신초폐교,2019,진천,초,미활용,충청북도 진천군 이월면 신월리 317-16
679,충북,상촌중폐교,2019,영동,중,대부,충청북도 영동군 상촌면 유곡리 467-3
680,충북,상촌초 대해폐교,1958,영동,초,대부,충청북도 영동군 상촌면 대해리 698
681,충북,상촌초 물한폐교,1991,영동,초,자체활용,충청북도 영동군 상촌면 물한리 643
682,충북,상촌초 삼봉폐교,1993,영동,초,미활용,충청북도 영동군 상촌면 고자리 360-4
683,충북,상촌초 황학폐교,1941,영동,초,대부,충청북도 영동군 상촌면 궁촌리 301
684,충북,생극초 관성분교,1999,음성,초,미활용,충청북도 음성군 생극면 관성리 13-1
685,충북,성남초 종인분교,1995,충주,초,자체활용,충청북도 충주시 종민동 510-3
686,충북,성암초 연곡폐교,1991,진천,초,미활용,충청북도 진천군 진천읍 연곡리 191-1
687,충북,세성초 공이분교,1999,충주,초,대부,충청북도 충주시 살미면 공이리 448-1
688,충북,세성초 향산분교,1993,충주,초,대부,충청북도 충주시 살미면 향산리 379
689,충북,세평초,1998,괴산증평,초,대부,충청북도 괴산군 불정면 세평리 214
690,충북,소수초 광신분교장,1995,괴산증평,초,미활용,충청북도 괴산군 소수면 몽촌리 219
691,충북,소태초 덕은분교,1996,충주,초,대부,충청북도 충주시 소태면 덕은리 229
692,충북,송학초송한분교장,1993,제천,초,대부,충청북도 제천시 송학면 송한리 543
693,충북,수정초법주폐교,2007,보은,초,대부,충청북도 보은군 속리산면 상판리 201-2
694,충북,수회초 팔봉분교,1999,충주,초,대부,충청북도 충주시 살미면 토계리 263
695,충북,신덕초폐교,1994,진천,초,자체활용,충청북도 진천군 진천읍 삼덕리 607-2
696,충북,안내초 용촌분교장,1995,옥천,초,대부,충청북도 옥천군 안내면 용촌리 160
697,충북,앙성초 영죽분교,1999,충주,초,대부,충청북도 충주시 앙성면 영죽리 264-1
698,충북,야동초,2020,충주,초,대부,충청북도 충주시 소태면 야동리 487
699,충북,양산초 천태폐교,1944,영동,초,대부,충청북도 영동군 양산면 호탄리 708-1
700,충북,양화초등학교,1995,제천,초,대부,충청북도 제천시 금성면 양화리 623
701,충북,어상천초덕문곡분교장,1992,단양,초,대부,충청북도 단양군 영춘면  덕문곡리 171
702,충북,어상천초선암분교장,2001,단양,초,대부,충청북도 단양군 어상천면 석교리 69
703,충북,어상천초연곡분교장,1993,단양,초,대부,충청북도 단양군 어상천면  연곡리 631
704,충북,엄정초 목계분교,2009,충주,초,대부,충청북도 충주시 엄정면 목계리 111
705,충북,영동초 화신폐교,1993,영동,초,미활용,충청북도 영동군 영동읍 화신리 228-3
706,충북,영춘초동대분교장,1999,단양,초,자체활용,충청북도 단양군 영춘면 동대리 806
707,충북,영춘초의풍분교장,2009,단양,초,대부,충청북도 단양군 영춘면  의풍리760
708,충북,오수초,1999,괴산증평,초,대부,충청북도 괴산군 연풍면 유하리 196-9
709,충북,오창초 가좌분교,2008,청주,초,미활용,충청북도 청원구 오창읍 가좌리 129
710,충북,오창초 유리분교,2008,청주,초,자체활용,충청북도 청주시 청원구 오창읍 유리 394
711,충북,옥산초 호죽분교,1999,청주,초,대부,충청북도 청주시 흥덕구 옥산면 호죽리 300-3
712,충북,외천초,2012,청주,초,자체활용,충청북도 청주시 서원구 남이면 부용외천리 290
713,충북,용산초폐교,1926,영동,초,대부,충청북도 영동군 용산면 한곡리 206-2
714,충북,용암초폐교,1941,영동,초,대부,충청북도 영동군 황간면 용암리 642
715,충북,용화초 자계폐교,1991,영동,초,대부,충청북도 영동군 용화면 자계리 569
716,충북,원남초 문암분교,1999,음성,초,대부,충청북도 음성군 원남면 문암리 593
717,충북,유덕초,1999,제천,초,미활용,충청북도 제천시 덕산면 신현리 606
718,충북,유덕초복평분교장,1995,제천,초,대부,충청북도 제천시 덕산면 수산리 833-2
719,충북,이원초 지탄분교장,2012,옥천,초,대부,충청북도 옥천군 이원면 지탄리 754-1
720,충북,입석초등학교,2021,제천,초,자체활용,충청북도 제천시 입석리 입석리 609-2
721,충북,장연중,2013,괴산증평,중,대부,충청북도 괴산군 장연면 오가리 563-1
722,충북,주덕고,2023,충주,고,자체활용,충청북도 충주시 주덕읍 신중리 130-3
723,충북,죽향초 군북분교장,1994,옥천,초,자체활용,충청북도 옥천군 군북면 소정리 245
724,충북,중앙탑초,2018,충주,초,자체활용,충청북도 충주시 중앙탑면 탑평리 212-1
725,충북,창암초,1998,충주,초,대부,충청북도 충주시 가금면 창동리 산22-2
726,충북,천덕초폐교,1944,영동,초,대부,충청북도 영동군 매곡면 공수리 463-2
727,충북,청동초등학교,1999,옥천,초,대부,충청북도 옥천군 청산면 효목리 675-1
728,충북,청산초 대월분교장,1995,옥천,초,대부,충청북도 옥천군 청산면 대성리 173-1
729,충북,청성초 묘금분교장,2000,옥천,초,미활용,충청북도 옥천군 청성면  묘금리 59-1
730,충북,청성초 화성분교장,1999,옥천,초,미활용,충청북도 옥천군 청성면  화성리 295-1
731,충북,청천초 대후분교장,1993,괴산증평,초,미활용,충청북도 괴산군 청천면 후영리 196-1
732,충북,청천초 신월분교장,2007,괴산증평,초,미활용,충청북도 괴산군 청천면 신월리 144
733,충북,청풍초학현분교장,1990,제천,초,자체활용,충청북도 제천시 청풍면 학현리 산18-1
734,충북,추산초,2017,괴산증평,초,대부,충청북도 괴산군 불정면 추산리 545-2
735,충북,추평초,1999,충주,초,대부,충청북도 충주시 엄정면 추평리 454
736,충북,추풍령초 신안폐교,1995,영동,초,미활용,충청북도 영동군 추풍령면 신안리 63
737,충북,충주중앙중 가금분교,2009,충주,중,자체활용,충청북도 충주시 중앙탑면 가흥리 361-7
738,충북,칠성초쌍곡분교장,1991,괴산증평,초,자체활용,충청북도 괴산군 칠성면 쌍곡리 157
739,충북,탄부초사직폐교,2002,보은,초,대부,충청북도 보은군 탄부면 사직리 151-3
740,충북,학산초 봉산폐교,1945,영동,초,대부,충청북도 영동군 학산면 황산리 563-1
741,충북,한수중학교,1998,제천,중,대부,충청북도 제천시 한수면 송계리 309-1
742,충북,현암초,1999,청주,초,자체활용,충청북도 청주시 흥덕구 현암동 89
743,충북,회남초 분저폐교,1992,보은,초,미활용,충청북도 보은군 회남면 분저리 71
744,충북,회인초회동폐교,1994,보은,초,대부,충청북도 보은군 회인면 고석리 123-1
745,울산,(구)송정초,1999,해당없음,초,자체활용,울산광역시 북구 송정동 820
746,울산,검단분교,2020,해당없음,초,미활용,울산광역시 울주군 웅촌면 검단리 603-3
747,울산,궁근정초,2016,해당없음,초,자체활용,울산광역시 울주군 상북면 궁근정리564-1
748,울산,길천초,2016,해당없음,초,자체활용,울산광역시 울주군 상북면 길천리 401
749,울산,내와분교,1999,해당없음,초,자체활용,울산광역시 울주군 두서면 내와리 972-1
750,울산,대송분교,1993,해당없음,초,자체활용,울산광역시 울주군 서생면 대송리 195
751,울산,동해분교,1999,해당없음,초,미활용,울산광역시 북구 당사동 465-2
752,울산,두남분교,1999,해당없음,초,자체활용,울산광역시 울주군 두서면 구량리 212-2
753,울산,두북분교,1999,해당없음,초,대부,울산광역시 울주군 두서면 활천리 329-1
754,울산,무룡분교,1999,해당없음,초,자체활용,울산광역시 북구 무룡동 276-1
755,울산,미호분교,1993,해당없음,초,미활용,울산광역시 울주군 두서면 미호리 610
756,울산,봉월초,2012,해당없음,초,대부,울산광역시 울주군 두동면 봉계리 1030-3
757,울산,삼광분교,1999,해당없음,초,미활용,울산광역시 울주군 온양읍 삼광리 657-1
758,울산,서사분교,1999,해당없음,초,자체활용,울산광역시 울주군 범서읍 서사리 270
759,울산,신명분교,1999,해당없음,초,자체활용,울산광역시 북구 신명동 153-5
760,울산,향산초,2016,해당없음,초,자체활용,울산광역시 울주군 상북면 향산리 344
761,울산,효문분교,2020,해당없음,초,자체활용,울산광역시 북구 효문동 767
762,광주,대촌동초등학교,2002,서부,초,대부,광주광역시 광주광역시 남구 양과동 890 일원
763,광주,본량중학교,1999,서부,중,대부,광주광역시 광주광역시 광산구 남산동 618-8 일원
764,광주,본량초등학교 선동분교,1993,서부,초,자체활용,광주광역시 광주광역시 광산구 선동 494 일원
765,광주,삼도남초등학교,1998,서부,초,대부,광주광역시 광주광역시 광산구 삼도동 823-1 일원
766,광주,지원중학교,2009,동부,중,대부,광주광역시 광주광역시 동구 소태동 491 일원
767,광주,평동서초등학교,1998,서부,초,자체활용,광주광역시 광주광역시 광산구 동산동 227 일원
768,충남,결성중,2018,홍성,중,대부,충청남도 홍성군 결성면 읍내리 29
769,충남,고남초 영항분교,1999,태안,초,미활용,충청남도 태안군 고남면 고남리 96-4
770,충남,광남초,2014,홍성,초,대부,충청남도 홍성군 광천읍 옹암리 353-2
771,충남,광성초,2015,홍성,초,대부,충청남도 홍성군 갈산면 취생리 250
772,충남,광시초,1999,예산,초,미활용,충청남도 예산군 광시면 신대리 197
773,충남,광천여자중,2014,홍성,중,자체활용,충청남도 홍성군 광천읍 소암리 397
774,충남,금남초,1999,금산,초,미활용,충청남도 금산군 남일면 마장리 912-1
775,충남,금류초,1992,금산,초,자체활용,충청남도 금산군 금성면 하류리440
776,충남,대룡초,2007,공주,초,대부,충청남도 공주시 신풍면 대룡리 407
777,충남,대률초,1999,예산,초,대부,충청남도 예산군 대흥면 대률리 476-1
778,충남,대명초,2022,논산계룡,초,미활용,충청남도 논산시 상월면 대촌리 268
779,충남,대평초,2014,홍성,초,미활용,충청남도 홍성군 광천읍 대평리 318
780,충남,덕명초,2019,홍성,초,자체활용,충청남도 홍성군 광천읍 신진리 402
781,충남,도성초,2014,당진,초,대부,충청남도 당진시 대호지면 사성리 35-9
782,충남,동산초,2015,논산계룡,초,자체활용,충청남도 논산시  양촌면 인천리 66
783,충남,만사초,1992,예산,초,대부,충청남도 예산군 신양면 만사리 156-8
784,충남,면천초 죽동분교,1994,당진,초,자체활용,충청남도 당진시 면천면 죽동리 347-1
785,충남,명봉초,1998,서산,초,자체활용,충청남도 서산시 성연면 명천리 35
786,충남,반포초 마암분교,1991,공주,초,자체활용,충청남도 공주시 반포면 마암리 산 4-2
787,충남,백석포초,2007,아산,초,자체활용,충청남도 아산시 영인면 백석포리 290-4
788,충남,병천초 봉성분교,2007,천안,초,미활용,충청남도 천안시 동남구 병천면  매성리 253
789,충남,복수초 용진분교,2011,금산,초,미활용,충청남도 금산군 복수면 용진리 405-1
790,충남,부리초 부동분교,1998,금산,초,자체활용,충청남도 금산군 부리면 예미리414-4
791,충남,부적초 부남분교,2007,논산계룡,초,대부,충청남도 논산시 부적면 탑정리 256-3
792,충남,산수초,2007,홍성,초,자체활용,충청남도 홍성군 홍북면 산수리 100
793,충남,삼포초,1999,서산,초,미활용,충청남도 서산시 고북면 봉생리 101-2
794,충남,성광초,2011,논산계룡,초,자체활용,충청남도 논산시  성동면 병촌리 351
795,충남,시묘초,1997,논산계룡,초,자체활용,충청남도 논산시 은진면 시묘리 496-1
796,충남,양촌초 장원분교,1997,논산계룡,초,대부,충청남도 논산시 양촌면 산직리 566-2
797,충남,용연초,2000,당진,초,자체활용,충청남도 당진시 용연동 803-3
798,충남,우성초 봉현분교,1993,공주,초,자체활용,충청남도 공주시 우성면 봉현리262-1
799,충남,원북초방갈분교,2021,태안,초,미활용,충청남도 태안군 원북면 방갈리 202
800,충남,원이중 이원분교,2022,태안,중,자체활용,충청남도 태안군 원북면 포지리 291-1
801,충남,월성초,1994,서천,초,자체활용,충청남도 서천군 한산면 나교리 400-1
802,충남,은석초 천북분교,2000,천안,초,대부,충청남도 천안시 동남구 북면 납안리 86
803,충남,인세초,2018,부여,초,대부,"충청남도 부여군 세도면 귀덕리 503,503-1"
804,충남,인지초 인정분교장,2009,서산,초,대부,충청남도 서산시 인지면 모월리 311-2
805,충남,임주초,1995,부여,초,미활용,충청남도 부여군 임천면 구교리 521-1
806,충남,장곡초 반계분교,2016,홍성,초,미활용,충청남도 홍성군 장곡면 천태리 630-4
807,충남,장곡초 오서분교,2015,홍성,초,미활용,충청남도 홍성군 장곡면 광성리 28
808,충남,장기초 송선분교,1998,공주,초,자체활용,충청남도 공주시 송선동 119
809,충남,장신초,1999,예산,초,미활용,충청남도 예산군 광시면 서초정리 490
810,충남,장평중,2020,청양,중,자체활용,충청남도 청양군 장평면 중추리 14
811,충남,정곡초,1992,보령,초,자체활용,충청남도 보령시 주산면 삼곡리 638
812,충남,종천초,1998,서천,초,자체활용,충청남도 서천군 종천면 화산리 191-2
813,충남,주봉초,2017,공주,초,미활용,충청남도 공주시 이인면 주봉리 250-4
814,충남,창미초,1999,보령,초,자체활용,충청남도 보령시 주교면 관창리 815-4
815,충남,탄천초 가척분교,1993,공주,초,미활용,충청남도 공주시 탄천면 가척리 491
816,충남,학계초,1992,홍성,초,자체활용,충청남도 홍성군 홍성읍 학계리 192-3
817,충남,함산초,2002,논산계룡,초,미활용,충청남도 논산시 가야곡면 산노리 50
818,충남,호암초,2012, 논산계룡,초,대부,충청남도 논산시 노성면 호암리 312
819,충남,호암초 삼동분교,1994, 논산계룡,초,대부,충청남도 논산시 노성면 노티리 205-1
820,충남,황화초,2022,논산계룡,초,미활용,충청남도 논산시 연무읍 마전리 811-17
821,인천,길상초 선택분교,2001,강화,초,미활용,인천광역시 인천광역시 길상면 선두리 962-3
822,인천,길상초초지분교,2002,강화,초,대부,인천광역시 인천광역시 길상면 초지리 1140-4
823,인천,난정초,2019,강화,초,자체활용,인천광역시 인천광역시 교동면 난정리 1282
824,인천,내리초,1999,남부,초,대부,인천광역시 인천광역시 영흥면 내리 61
825,인천,대청중소청분교,1998,남부,중,자체활용,인천광역시 인천광역시 대청면 소청리 454-1
826,인천,마리산초,1999,강화,초,대부,인천광역시 인천광역시 화도면 덕포리 1212
827,인천,삼산초 서검분교,2000,강화,초,미활용,인천광역시 인천광역시 삼산면 서검도리 산52-1
828,인천,서도중 볼음분교,2018,강화,중,미활용,인천광역시 인천광역시 서도면 볼음도리596-1
829,인천,서도초 볼음분교,2018,강화,초,미활용,인천광역시 인천광역시 서도면 볼음도리596-1
830,인천,양당초,1999,강화,초,대부,인천광역시 인천광역시 송해면 양오리 632-4
831,인천,양사초서사분교,1998,강화,초,자체활용,인천광역시 인천광역시 양사면 교산리 363-1
832,인천,영흥초선재분교,2015,남부,초,자체활용,인천광역시 인천광역시 영흥면 선재리 3
833,인천,용유초을왕분교,1976,남부,초,자체활용,인천광역시 인천광역시 을왕동 을왕동 762-1
834,인천,인천남중 북도분교,1999,남부,중,미활용,인천광역시 인천광역시 북도면 신도리 628
835,인천,화도초장화분교,1995,강화,초,자체활용,인천광역시 인천광역시 화도면 장화리 336-3
836,인천,효열초,1994,남부,초,자체활용,인천광역시 인천광역시 도화동 235
837,인천,흥왕초,1999,강화,초,자체활용,인천광역시 인천광역시 화도면 흥왕리 361
838,경남,(구)갈전초등학교,1999,진주,초,대부,경상남도 진주시 금산면 갈전리 1441-1
839,경남,(구)구암여자중학교,2017,창원,중,자체활용,경상남도 창원시 마산회원구 구암동 1333
840,경남,(구)김해봉황초등학교,2006,김해,초,미활용,경상남도 김해시  봉황동 129
841,경남,(구)남상초등학교,1999,거창,초,대부,경상남도 거창군 남상면 대산리 128
842,경남,(구)대산초등학교,2007,함안,초,대부,경상남도 함안군 대산면 평림리 398-1
843,경남,(구)문산중학교,2016,진주,중,자체활용,경상남도 진주시 문산읍 삼곡리 640-1
844,경남,(구)미천초등학교,2007,진주,초,미활용,경상남도 진주시 미천면 오방리 141-4
845,경남,(구)북면초등학교,2014,창원,초,자체활용,경상남도 창원시 의창구 북면 동전리 141-3
846,경남,(구)상동초등학교,2013,밀양,초,대부,경상남도 밀양시 상동면 금산리 875-2
847,경남,(구)수남초등학교,2009,김해,초,자체활용,경상남도 김해시 응달동 154-21
848,경남,(구)숭덕초등학교,1998,거제,초,미활용,경상남도 거제시 둔덕면 술역리 28-3
849,경남,(구)양보초등학교,1999,하동,초,자체활용,경상남도 하동군 양보면 장암리 583
850,경남,(구)웅천초등학교,2018,창원,초,자체활용,경상남도 창원시 진해구 성내동 399-4
851,경남,(구)장재초등학교,2015,진주,초,자체활용,경상남도 진주시 장재동 582
852,경남,(구)주촌초등학교,2019,김해,초,자체활용,경상남도 김해시 주촌면 내삼리 652-1
853,경남,(구)진양고등학교,2017,본청,고,자체활용,경상남도 진주시 문산읍 삼곡리 660
854,경남,가례초갑을분교장,1999,의령,초,미활용,경상남도 의령군 가례면 개승리 179-1
855,경남,가북초등학교용암분교장,1997,거창,초,미활용,경상남도 거창군 가북면 용암리 1967
856,경남,가산초등학교,2019,합천,초,미활용,경상남도 합천군 가야면 사촌리 166
857,경남,가인초등학교,1993,밀양,초,대부,경상남도 밀양시 산내면 가인리 539-1
858,경남,거류초대장분교장,1999,고성,초,미활용,경상남도 고성군 동해면 장좌리 756-2
859,경남,거제초등학교법동분교장,1999,거제,초,대부,경상남도 거제시 거제면 법동리 584-2
860,경남,거창초등학교화산분교장,1994,거창,초,자체활용,경상남도 거창군 거창읍 가지리 435-1
861,경남,경호중고등학교,2018,산청,중,자체활용,경상남도 산청군 금서면 화계리 645-2
862,경남,계룡초등학교삼룡분교장,1999,거제,초,자체활용,경상남도 거제시 문동동 601
863,경남,계창초등학교옥천분교장,1994,창녕,초,미활용,경상남도 창녕군 창녕읍 옥천리 711
864,경남,고남초등학교신월분교장,1995,하동,초,대부,경상남도 하동군 고전면 신월리 207-2
865,경남,고성중학교삼산분교장,2016,고성,중,대부,경상남도 고성군 삼산면 미룡리 285
866,경남,고전초등학교고남분교장,2021,하동,초,자체활용,경상남도 하동군 고전면 전도리 417
867,경남,고현중학교,2019,남해,중,미활용,경상남도 남해군 고현면 포상리 152
868,경남,관동초등학교,2012,함안,초,미활용,경상남도 함안군 법수면 강주리 408-2
869,경남,광호초등학교,1999,통영,초,대부,경상남도 통영시 광도면 용호리 206
870,경남,구남중학교구산분교장,1999,창원,중,대부,경상남도 창원시 마산합포구 구산면 수정리 653-2
871,경남,국산초등학교덕포분교장,1999,거제,초,대부,경상남도 거제시 덕포동 542
872,경남,군북초등학교사촌분교장,1999,함안,초,대부,경상남도 함안군 군북면 사촌리 862
873,경남,군북초등학교수곡분교장,1995,함안,초,대부,경상남도 함안군 군북면 수곡리 175
874,경남,궁류초평촌분교장,1998,의령,초,미활용,경상남도 의령군 궁류면 평촌리 595
875,경남,금곡초등학교,1999,김해,초,자체활용,경상남도 김해시 한림면 금곡리 851-3
876,경남,금만초등학교,1998,산청,초,대부,경상남도 산청군 단성면 창촌리 249
877,경남,금진초등학교,1999,사천,초,대부,경상남도 사천시 서포면 금진리 438
878,경남,금호초등학교,1994,산청,초,미활용,경상남도 산청군 차황면 실매리 183
879,경남,김해봉황초등학교이화분교장,1998,김해,초,자체활용,경상남도 김해시 화목동 60-5
880,경남,남명초평산분교,1998,남해,초,대부,경상남도 남해군 남면 평산리 1446
881,경남,남상초등학교임불분교장,1994,거창,초,미활용,경상남도 거창군 남상면 임불리 1107
882,경남,남수중학교,2019,남해,중,미활용,경상남도 남해군 삼동면 지족리 192-7
883,경남,내공초등학교,1994,산청,초,대부,경상남도 산청군 시천면 내공리 627-2
884,경남,내동초등학교나동분교장,1998,진주,초,대부,경상남도 진주시 내동면 삼계리 253-9
885,경남,농산초등학교,1983,거창,초,대부,경상남도 거창군 고제면 궁항리 1181
886,경남,단산초등학교,2009,밀양,초,대부,경상남도 밀양시 산외면 금곡리 83-2
887,경남,단성중학교신안분교장,2008,산청,중,자체활용,경상남도 산청군 신안면 문대리 589-3
888,경남,대곡초등학교마진분교장,1998,진주,초,미활용,경상남도 진주시 대곡면 마진리 195
889,경남,대금초등학교,1998,거제,초,대부,경상남도 거제시 장목면 율천리 49-3
890,경남,대방초등학교실안분교장,2004,사천,초,미활용,경상남도 사천시 실안동 440
891,경남,대성초등학교광일분교장,1999,고성,초,자체활용,경상남도 고성군 거류면 송산로 111
892,경남,대암초등학교,1999,진주,초,대부,경상남도 진주시 집현면 대암리 417
893,경남,대학초등학교,1999,창녕,초,대부,경상남도 창녕군 대지면 본초리 276
