"지역본부","재산 소재지","노선명"," 면적(공부) ","유형분류","현재 사용현황","향후 사용계획 및 추진사항"
"수도권본부","경기도 이천시 부발읍 아미리 35-25","경강선","207","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 아미리 산47-4","경강선","1173","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 용은리 452-7","경강선","303","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 광주시 삼동 222-8","경강선","272","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 광주시 장지동 496-7","경강선","204","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 광주시 실촌읍 곤지암리 155","경강선","31","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 신하리 543-3","경강선","331","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가좌리 196-2","경강선","589","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가좌리 196-4","경강선","354","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가좌리 산41-4","경강선","45","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 아미리 1197-4","경강선","425","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 아미리 15","경강선","334","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 아미리 232","경강선","56","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 아미리 산69-11","경강선","150","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 아미리 산73-2","경강선","792","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가산리 418-21","경강선","203","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가산리 617","경강선","282","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가산리 618-1","경강선","77","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가산리 산61-1","경강선","75","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 이천시 부발읍 가산리 산62-1","경강선","1980","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 여주읍 교리 131-17","경강선","350","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 여주읍 교리 131-22","경강선","473","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 여주읍 교리 131-3","경강선","364","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 용은리 399-104","경강선","44","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 용은리 399-12","경강선","292","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 용은리 399-13","경강선","134","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 용은리 399-2","경강선","1349","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 용은리 399-89","경강선","83","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 용은리 399-92","경강선","415","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 여주군 능서면 신지리 238-9","경강선","144","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 광주시 장지동 495","경강선","497","기타","잔여지","활용계획 검토 중"
"수도권본부","경기도 오산시 내삼미동 331","경부선","1340","기타","나대지(사용허가중-600㎡)","사용허가 계속"
"수도권본부","경기도 오산시 내삼미동 331ㅡ2","경부선","388","기타","사용허가(나대지)","사용허가 계속"
"수도권본부","경기도 오산시 내삼미동 341ㅡ2","경부선","192","기타","도로, 전","도로"
"수도권본부","경기도 오산시 내삼미동 342ㅡ2","경부선","2590","기타","도로, 전","도로"
"수도권본부","경기도 오산시 내삼미동 342ㅡ5","경부선","141","기타","구거","구거"
"수도권본부","경기도 오산시 내삼미동 345ㅡ1","경부선","93","기타","전","매각 검토"
"수도권본부","경기도 오산시 내삼미동 358ㅡ2","경부선","126","기타","전","매각 검토"
"수도권본부","경기도 오산시 내삼미동 371ㅡ1","경부선","148","기타","전","고속도로 법면"
"수도권본부","경기도 오산시 내삼미동 371ㅡ10","경부선","1766","기타","도로","봉담동탄고속도로 하부통로박스"
"수도권본부","경기도 오산시 내삼미동 371ㅡ2","경부선","154","기타","도로","도로"
"수도권본부","경기도 오산시 내삼미동 386","경부선","4303","기타","사용허가(도로 81㎡)","계속 사용허가"
"수도권본부","경기도 오산시 내삼미동 386ㅡ1","경부선","821","기타","도로","도로"
"수도권본부","경기도 오산시 내삼미동 389ㅡ6","경부선","11","기타","전","도로"
"수도권본부","경기도 오산시 내삼미동 445ㅡ1","경부선","276","기타","전","도로법면"
"수도권본부","경기도 오산시 내삼미동 454ㅡ1","경부선","1702","기타","나대지","도로법면"
"수도권본부","경기도 오산시 내삼미동 461ㅡ2","경부선","258","기타","전","매각 검토"
"수도권본부","경기도 오산시 내삼미동 702","경부선","9","기타","도로","매각 검토"
"수도권본부","경기도 오산시 내삼미동 702ㅡ2","경부선","1246","기타","도로","도로"
"수도권본부","경기도 오산시 내삼미동 702ㅡ3","경부선","3442","기타","나대지","도로법면"
"수도권본부","경기도 오산시 내삼미동 702ㅡ4","경부선","545","기타","나대지","매각"
"수도권본부","경기도 오산시 내삼미동 702ㅡ7","경부선","527","기타","도로법면","도로법면"
"수도권본부","경기도 오산시 내삼미동 704ㅡ1","경부선","148","기타","도로, 전","매각"
"수도권본부","경기도 오산시 내삼미동 704ㅡ4","경부선","16","기타","전","도로"
"수도권본부","경기도 오산시 내삼미동 705ㅡ1","경부선","32","기타","도로, 전","도로"
"수도권본부","경기도 오산시 내삼미동 708ㅡ11","경부선","49","기타","도로법면","도로법면"
"수도권본부","경기도 오산시 내삼미동 708ㅡ12","경부선","70","기타","도로법면","도로"
"수도권본부","경기도 오산시 내삼미동 708ㅡ13","경부선","19","기타","도로법면","도로"
"수도권본부","경기도 오산시 내삼미동 산 47ㅡ2","경부선","1190","활용","사용허가(오산폐터널 진출입로) 477㎡","계속 사용허가"
"수도권본부","경기도 오산시 내삼미동 산 47ㅡ4","경부선","99","기타","전","현황도로 및 경사면"
"수도권본부","경기도 오산시 외삼미동 328ㅡ2","경부선","4003","활용","사용허가(오산폐터널 진출입로) 858㎡","계속 사용허가"
"수도권본부","경기도 오산시 외삼미동 328ㅡ8","경부선","946","기타","도로","도로"
"수도권본부","경기도 오산시 외삼미동 331ㅡ3","경부선","2760","활용","사용허가(오산폐터널 진출입로) 504㎡","계속 사용허가"
"수도권본부","경기도 오산시 외삼미동 337ㅡ2","경부선","1584","기타","도로","도로"
"수도권본부","경기도 오산시 외삼미동 337ㅡ5","경부선","743","기타","도로","도로"
"수도권본부","경기도 오산시 외삼미동 355ㅡ2","경부선","3742","기타","도로","도로"
"수도권본부","경기도 오산시 외삼미동 615ㅡ3","경부선","36","기타","도로","북오산ic 진출입로"
"수도권본부","경기도 오산시 외삼미동 615ㅡ46","경부선","284","기타","도로","북오산ic 진출입로"
"수도권본부","경기도 오산시 외삼미동 615ㅡ47","경부선","746","기타","도로","도로"
"수도권본부","경기도 오산시 외삼미동 615ㅡ48","경부선","23","기타","도로","도로"
"수도권본부","경기도 오산시 외삼미동 산 43ㅡ2","경부선","198","활용","사용허가(오산폐터널 진출입로) 45㎡","계속 사용허가"
"수도권본부","서울특별시 노원구 공릉동 103ㅡ13","경춘선","51","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 103ㅡ40","경춘선","73","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 103ㅡ5","경춘선","787","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 103ㅡ57","경춘선","410","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 103ㅡ6","경춘선","26","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 107ㅡ159","경춘선","17","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 107ㅡ47","경춘선","152","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 107ㅡ51","경춘선","895","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 25ㅡ25","경춘선","906","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 25ㅡ65","경춘선","3168","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 260ㅡ12","경춘선","70","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 260ㅡ2","경춘선","160","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 260ㅡ7","경춘선","30","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 272ㅡ2","경춘선","514","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 276ㅡ1","경춘선","1405","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 279ㅡ1","경춘선","212","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 280ㅡ11","경춘선","85","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 280ㅡ12","경춘선","627","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 280ㅡ3","경춘선","684","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 280ㅡ5","경춘선","320","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 281ㅡ1","경춘선","50","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 281ㅡ2","경춘선","3","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 282ㅡ2","경춘선","846","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 282ㅡ6","경춘선","2122","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 282ㅡ7","경춘선","17","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 320ㅡ2","경춘선","3181","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 329ㅡ3","경춘선","215","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 329ㅡ37","경춘선","127","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 329ㅡ6","경춘선","460","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 331ㅡ2","경춘선","33","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 337ㅡ1","경춘선","3","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 338ㅡ3","경춘선","400","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 338ㅡ4","경춘선","13","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 350ㅡ104","경춘선","241","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 350ㅡ106","경춘선","200","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 350ㅡ2","경춘선","1165","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 350ㅡ4","경춘선","13","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 352ㅡ2","경춘선","282","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 354ㅡ2","경춘선","258","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 354ㅡ5","경춘선","239","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 357ㅡ1","경춘선","236","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 39ㅡ40","경춘선","1485","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 39ㅡ41","경춘선","67","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 39ㅡ5","경춘선","1835","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 39ㅡ6","경춘선","10","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 401ㅡ2","경춘선","528","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 402ㅡ4","경춘선","4","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 407ㅡ4","경춘선","5","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ199","경춘선","76","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ200","경춘선","38","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ201","경춘선","89","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ202","경춘선","69","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ203","경춘선","159","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ205","경춘선","302","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ206","경춘선","1","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ207","경춘선","483","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ208","경춘선","736","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 408ㅡ209","경춘선","32","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 409ㅡ13","경춘선","26","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 425","경춘선","286","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ1","경춘선","2","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ10","경춘선","47","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ11","경춘선","402","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ2","경춘선","238","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ4","경춘선","326","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ5","경춘선","582","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ6","경춘선","136","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 425ㅡ9","경춘선","685","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 426ㅡ1","경춘선","845","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ1","경춘선","630","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ10","경춘선","166","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ11","경춘선","190","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ12","경춘선","17","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ13","경춘선","59","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ6","경춘선","1074","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ7","경춘선","1351","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ8","경춘선","59","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 428ㅡ9","경춘선","150","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 429ㅡ1","경춘선","3626","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 429ㅡ10","경춘선","153","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 429ㅡ11","경춘선","93","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 429ㅡ12","경춘선","413","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 429ㅡ8","경춘선","424","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 429ㅡ9","경춘선","24","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 430ㅡ2","경춘선","508","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 430ㅡ4","경춘선","53","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 430ㅡ5","경춘선","4","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 432ㅡ2","경춘선","1114","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 432ㅡ3","경춘선","163","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 433ㅡ2","경춘선","628","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 439ㅡ23","경춘선","71","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 439ㅡ24","경춘선","42","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 439ㅡ3","경춘선","36","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 461ㅡ2","경춘선","4542","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 461ㅡ8","경춘선","625","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 488ㅡ14","경춘선","3","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 488ㅡ5","경춘선","62","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 497ㅡ1","경춘선","637","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 498ㅡ10","경춘선","231","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 498ㅡ11","경춘선","40","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 535ㅡ16","경춘선","359","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 535ㅡ2","경춘선","1152","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 559ㅡ29","경춘선","257","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 74ㅡ2","경춘선","2161","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 84ㅡ5","경춘선","2","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 공릉동 93ㅡ11","경춘선","76","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 93ㅡ4","경춘선","1874","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 97ㅡ2","경춘선","19","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 99ㅡ3","경춘선","106","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 156ㅡ4","경춘선","554","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 156ㅡ5","경춘선","18","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 190ㅡ4","경춘선","496","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 190ㅡ6","경춘선","13","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 191ㅡ2","경춘선","1289","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 230ㅡ23","경춘선","198","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 230ㅡ40","경춘선","136","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 공릉동 산 66ㅡ9","경춘선","581","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 하계동 104ㅡ1","경춘선","198","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 하계동 107ㅡ2","경춘선","2771","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 하계동 124ㅡ2","경춘선","264","활용","행복주택","행복주택"
"수도권본부","서울특별시 노원구 하계동 127ㅡ15","경춘선","20","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 하계동 127ㅡ2","경춘선","1307","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 하계동 313ㅡ2","경춘선","3387","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 하계동 333ㅡ2","경춘선","799","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 하계동 333ㅡ8","경춘선","216","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 하계동 336ㅡ2","경춘선","1908","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 하계동 336ㅡ42","경춘선","512","활용","자전거도로","자전거도로"
"수도권본부","서울특별시 노원구 하계동 336ㅡ43","경춘선","958","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 115ㅡ1","경춘선","4017","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 116ㅡ4","경춘선","436","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 131ㅡ2","경춘선","1","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 131ㅡ6","경춘선","730","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 132ㅡ2","경춘선","20","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 132ㅡ3","경춘선","6","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 133ㅡ3","경춘선","12","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 133ㅡ5","경춘선","822","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 133ㅡ6","경춘선","26","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 136ㅡ11","경춘선","17","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 136ㅡ5","경춘선","152","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 136ㅡ7","경춘선","248","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 18ㅡ26","경춘선","770","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 18ㅡ4","경춘선","3663","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 229ㅡ10","경춘선","52","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 229ㅡ7","경춘선","1410","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 235ㅡ2","경춘선","2000","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 241ㅡ2","경춘선","526","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 503ㅡ3","경춘선","132","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 503ㅡ5","경춘선","420","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 503ㅡ8","경춘선","1451","활용","자전거도로","자전거도로"
"수도권본부","경기도 구리시 갈매동 산 2ㅡ6","경춘선","695","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 19ㅡ3","경춘선","2627","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 20ㅡ2","경춘선","2747","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 239ㅡ2","경춘선","258","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 244ㅡ2","경춘선","119","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 246ㅡ1","경춘선","33","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 247ㅡ1","경춘선","248","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 46ㅡ2","경춘선","1184","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 14ㅡ3","경춘선","694","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 16ㅡ3","경춘선","1785","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 17ㅡ2","경춘선","1587","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 22ㅡ3","경춘선","793","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 23ㅡ2","경춘선","458","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 23ㅡ4","경춘선","496","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 24ㅡ1","경춘선","99","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 배양리 산 24ㅡ2","경춘선","21","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 469ㅡ2","경춘선","294","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 483ㅡ2","경춘선","1788","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 556ㅡ2","경춘선","3135","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 574ㅡ1","경춘선","2416","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 580ㅡ1","경춘선","714","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 581ㅡ1","경춘선","1117","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 583ㅡ3","경춘선","334","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 587ㅡ6","경춘선","400","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 590ㅡ2","경춘선","3668","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 590ㅡ3","경춘선","657","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 591ㅡ2","경춘선","36","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 592ㅡ2","경춘선","56","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 593ㅡ4","경춘선","38","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 599ㅡ3","경춘선","175","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 599ㅡ6","경춘선","2","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 599ㅡ9","경춘선","96","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 601ㅡ15","경춘선","52","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 606ㅡ3","경춘선","2103","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 606ㅡ5","경춘선","154","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 606ㅡ7","경춘선","8","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 607ㅡ2","경춘선","38","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 608ㅡ5","경춘선","20","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 608ㅡ7","경춘선","229","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 637ㅡ2","경춘선","36","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 677ㅡ2","경춘선","1693","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 688ㅡ2","경춘선","489","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 산 68ㅡ2","경춘선","255","활용","자전거도로","자전거도로"
"수도권본부","경기도 남양주시 진건읍 사능리 산 69ㅡ3","경춘선","397","활용","자전거도로","자전거도로"
