"지역본부","재산 소재지","노선명"," 면적(공부) ","유형분류","현재 사용현황","향후 사용계획 및 추진사항"
"영남본부","경상남도 사천시 곤명면 초량리 219ㅡ3","경전선","96","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 215ㅡ4","경전선","24","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 정곡리 산 1ㅡ11","경전선","129","활용","미사용",""
"영남본부","경상남도 사천시 곤명면 정곡리 산 1ㅡ12","경전선","18","활용","미사용",""
"영남본부","경상남도 사천시 곤명면 정곡리 산 1ㅡ8","경전선","153","활용","미사용",""
"영남본부","경상남도 사천시 곤명면 정곡리 산 1ㅡ7","경전선","125","활용","미사용",""
"영남본부","경상남도 사천시 곤명면 정곡리 산 1ㅡ6","경전선","972","활용","미사용",""
"영남본부","경상남도 사천시 곤명면 송림리 544ㅡ12","경전선","106","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 209ㅡ8","경전선","38","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 209ㅡ7","경전선","305","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ19","경전선","190","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ18","경전선","467","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ17","경전선","458","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ16","경전선","17","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ20","경전선","378","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 217ㅡ2","경전선","203","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 성방리 765ㅡ7","경전선","88","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 유수리 산 145ㅡ5","경전선","1190","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 797ㅡ29","경전선","33","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 초량리 569ㅡ2","경전선","96","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 569ㅡ3","경전선","321","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 544ㅡ2","경전선","169","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 신흥리 315ㅡ7","경전선","3","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 하동군 하동읍 읍내리 208ㅡ9","경전선","23","활용","유휴부지 활용 사업","하동군 그린레일로드 조성사업"
"영남본부","경상남도 하동군 하동읍 읍내리 1551ㅡ5","경전선","54","활용","유휴부지 활용 사업","하동군 그린레일로드 조성사업"
"영남본부","경상남도 하동군 횡천면 여의리 720ㅡ1","경전선","334","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 횡천면 여의리 720ㅡ5","경전선","100","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 감당리 1172ㅡ1","경전선","102","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 직전리 1539ㅡ1","경전선","116","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 1448ㅡ1","경전선","66","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 하동읍 비파리 308ㅡ1","경전선","26","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 우복리 1449ㅡ1","경전선","159","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 감당리 1171ㅡ1","경전선","523","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 유수리 271ㅡ1","경전선","60","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 824ㅡ11","경전선","33","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 하동군 횡천면 횡천리 469ㅡ3","경전선","1798","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 유수리 401ㅡ5","경전선","112","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 402ㅡ1","경전선","258","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 401ㅡ4","경전선","334","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 봉계리 407","경전선","2582","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 산 9ㅡ2","경전선","2380","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 옥정리 437ㅡ1","경전선","2321","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 옥정리 484ㅡ2","경전선","122","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 횡천면 횡천리 425ㅡ8","경전선","79","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 감당리 836ㅡ5","경전선","160","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 752ㅡ27","경전선","192","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 우복리 1482","경전선","14691","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 횡천면 횡천리 1030ㅡ2","경전선","79","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 횡천면 학리 1164ㅡ4","경전선","69","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 횡천면 학리 1171ㅡ2","경전선","139","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 횡천면 학리 1173ㅡ2","경전선","169","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 1792ㅡ2","경전선","155","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 사평리 1239","경전선","3901","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 신흥리 315ㅡ6","경전선","367","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 신흥리 74ㅡ4","경전선","64","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ12","경전선","102","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ13","경전선","141","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ14","경전선","198","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 189ㅡ15","경전선","59","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 198ㅡ12","경전선","119","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 203ㅡ9","경전선","337","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 203ㅡ10","경전선","81","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 204ㅡ5","경전선","58","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 204ㅡ6","경전선","234","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 206ㅡ10","경전선","294","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 207ㅡ8","경전선","648","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 209ㅡ6","경전선","569","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 212ㅡ4","경전선","119","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 산 231ㅡ3","경전선","893","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 543ㅡ3","경전선","29","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 송림리 573ㅡ2","경전선","33","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 신흥리 22ㅡ13","경전선","23","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 신흥리 22ㅡ7","경전선","13","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 봉계리 752ㅡ11","경전선","403","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 직전리 738ㅡ5","경전선","96","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 진주시 내동면 유수리 260ㅡ5","경전선","10","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 256ㅡ6","경전선","43","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 160ㅡ3","경전선","40","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 하동군 북천면 옥정리 25ㅡ3","경전선","498","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 횡천면 학리 1035ㅡ3","경전선","162","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 내평리 323ㅡ10","경전선","14","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 봉계리 752ㅡ9","경전선","172","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 사평리 17","경전선","213","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 사평리 623","경전선","784","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 사평리 624","경전선","868","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 직전리 632ㅡ5","경전선","575","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 632ㅡ9","경전선","79","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 632ㅡ10","경전선","463","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 진주시 내동면 내평리 산 113ㅡ3","경전선","397","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 하동군 양보면 우복리 377ㅡ1","경전선","1062","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 380ㅡ1","경전선","966","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 380ㅡ2","경전선","1519","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 적량면 동산리 1808ㅡ3","경전선","195","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 205ㅡ1","경전선","18344","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 감당리 1155ㅡ1","경전선","73","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 감당리 1168ㅡ1","경전선","562","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 감당리 1170ㅡ1","경전선","271","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 감당리 1170ㅡ3","경전선","58","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 내평리 939ㅡ1","경전선","332","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 813ㅡ1","경전선","239","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 850ㅡ1","경전선","38","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 861ㅡ1","경전선","553","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 하동군 북천면 직전리 1405ㅡ2","경전선","274","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 횡천면 여의리 407","경전선","1346","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 산 224ㅡ3","경전선","198","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 유수리 575ㅡ3","경전선","83","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 봉계리 752ㅡ16","경전선","172","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 752ㅡ18","경전선","1831","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 755ㅡ2","경전선","562","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 755ㅡ4","경전선","334","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 755ㅡ6","경전선","321","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 547ㅡ6","경전선","1154","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 559ㅡ2","경전선","7","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 560ㅡ2","경전선","66","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 560ㅡ4","경전선","36","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 561ㅡ2","경전선","33","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 성방리 832ㅡ3","경전선","581","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 752ㅡ13","경전선","1072","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 내평리 843ㅡ8","경전선","33","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 615ㅡ12","경전선","26","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 632ㅡ8","경전선","69","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 신흥리 22ㅡ6","경전선","40","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 정곡리 179ㅡ6","경전선","178","활용","미사용",""
"영남본부","경상남도 사천시 곤명면 정곡리 178ㅡ4","경전선","12","활용","미사용",""
"영남본부","경상남도 하동군 북천면 직전리 1406ㅡ3","경전선","221","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 사천시 곤명면 성방리 854ㅡ2","경전선","162","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 유수리 399ㅡ1","경전선","893","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 하동군 양보면 우복리 268ㅡ2","경전선","1326","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 진주시 내동면 유수리 834ㅡ2","경전선","63","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 869ㅡ3","경전선","165","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 산 182","경전선","2067","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 하동군 하동읍 비파리 303ㅡ27","경전선","426","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 하동읍 비파리 335","경전선","149","활용","유휴부지 활용 사업","하동군 그린레일로드 조성사업"
"영남본부","경상남도 하동군 하동읍 비파리 산 9ㅡ5","경전선","893","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 우복리 908ㅡ5","경전선","96","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 감당리 837ㅡ9","경전선","257","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 우복리 1272ㅡ2","경전선","1210","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 808ㅡ1","경전선","205","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 808ㅡ2","경전선","63","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 807ㅡ5","경전선","14515","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 우복리 793ㅡ6","경전선","17","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 805ㅡ1","경전선","93","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 797ㅡ1","경전선","1054","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 산 363ㅡ2","경전선","3075","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 산 363ㅡ5","경전선","298","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 884","경전선","13472","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 우복리 883ㅡ2","경전선","362","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 양보면 우복리 816ㅡ1","경전선","19827","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 양보면 우복리 795ㅡ1","경전선","4723","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 적량면 동산리 산 286","경전선","198","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 1627ㅡ3","경전선","1081","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 산 287ㅡ1","경전선","99","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 산 288ㅡ1","경전선","397","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 산 289ㅡ2","경전선","198","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 1631ㅡ5","경전선","403","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 산 292ㅡ1","경전선","496","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 1635ㅡ3","경전선","13","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 1635ㅡ2","경전선","20","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 1623ㅡ4","경전선","93","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 적량면 동산리 산 285ㅡ3","경전선","3868","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 754ㅡ2","경전선","99","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 550ㅡ2","경전선","126","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 550ㅡ8","경전선","86","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 550ㅡ5","경전선","149","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 초량리 550ㅡ7","경전선","298","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 성방리 853ㅡ1","경전선","140","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 진주시 내동면 유수리 402ㅡ2","경전선","426","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 진주시 내동면 유수리 400ㅡ2","경전선","433","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 송림리 544ㅡ9","경전선","36","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 정곡리 179ㅡ3","경전선","83","활용","미사용",""
"영남본부","경상남도 하동군 북천면 직전리 742ㅡ3","경전선","41","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 진주시 내동면 유수리 651ㅡ1","경전선","6457","활용","성능검증시험구간 활용(국토부 협조)","철도종합시험선로구축 이전까지 실용화테스트"
"영남본부","경상남도 사천시 곤명면 봉계리 220ㅡ1","경전선","238","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 588ㅡ10","경전선","4426","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 545ㅡ17","경전선","327","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 545ㅡ3","경전선","397","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 545ㅡ39","경전선","7","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 514ㅡ2","경전선","192","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 517ㅡ1","경전선","902","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 545ㅡ9","경전선","1223","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 545ㅡ10","경전선","1881","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 사천시 곤명면 봉계리 517ㅡ2","경전선","43","활용","미사용","지자체 유휴부지 활용(사용허가) 예정"
"영남본부","경상남도 하동군 북천면 직전리 503ㅡ1","경전선","833","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 498ㅡ2","경전선","221","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 501ㅡ2","경전선","360","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 498ㅡ1","경전선","2876","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 588ㅡ7","경전선","231","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 588ㅡ11","경전선","40","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 588ㅡ12","경전선","17","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 588ㅡ13","경전선","27","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 588ㅡ9","경전선","414","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 588ㅡ16","경전선","364","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 586ㅡ1","경전선","1048","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
"영남본부","경상남도 하동군 북천면 직전리 584ㅡ1","경전선","136","활용","하동군 레일바이크 설치 부지","지자체 유휴부지 활용(사용허가)"
